# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      9.76000000 -0.398682295276084E-009 -0.260523455866472E-008  0.395077383850535E-001 -0.254019106097199E-008 -0.759681694618591E-009  0.131687304227322E+000  0.100000005857912E+001  0.100000001751895E+001 -0.203682918959025E+001 -0.919397688920151E-008 -0.600790820337925E-007  0.911084434801063E+000
      9.77000000 -0.427298868513795E-009 -0.250646949696437E-008  0.393854225868434E-001 -0.254948609955378E-008 -0.770541734087894E-009  0.131466175755082E+000  0.100000005873329E+001  0.100000001775121E+001 -0.202862666450353E+001 -0.984381525864111E-008 -0.577423075454267E-007  0.907334075507578E+000
      9.78000000 -0.457058817222328E-009 -0.240746492584748E-008  0.392667125161986E-001 -0.256089408492145E-008 -0.773311925147298E-009  0.131243490491115E+000  0.100000005893578E+001  0.100000001779681E+001 -0.202040508587871E+001 -0.105186380743012E-007 -0.554047997267843E-007  0.903674366978930E+000
      9.79000000 -0.487873590270526E-009 -0.230896264776694E-008  0.391520825820013E-001 -0.257468372159506E-008 -0.768011658666128E-009  0.131019402852746E+000  0.100000005919261E+001  0.100000001765678E+001 -0.201216806219450E+001 -0.112163329629330E-007 -0.530836150445627E-007  0.900115938205365E+000
      9.80000000 -0.519615580838588E-009 -0.221169770044262E-008  0.390419996977946E-001 -0.259112704532407E-008 -0.754733445779408E-009  0.130794154929439E+000  0.100000005950986E+001  0.100000001733380E+001 -0.200392120074830E+001 -0.119338991896255E-007 -0.507955849830602E-007  0.896669202649645E+000
      9.81000000 -0.552116668481120E-009 -0.211639079801503E-008  0.389369089037266E-001 -0.261049425744861E-008 -0.733641521667719E-009  0.130568075603170E+000  0.100000005989354E+001  0.100000001683221E+001 -0.199567207728692E+001 -0.126674187356516E-007 -0.485571437654449E-007  0.893344029464476E+000
      9.82000000 -0.585167435817449E-009 -0.202374102941721E-008  0.388372192490276E-001 -0.263304831242416E-008 -0.704969645903952E-009  0.130341577453051E+000  0.100000006034949E+001  0.100000001615791E+001 -0.198743015503781E+001 -0.134120430154905E-007 -0.463841630230840E-007  0.890149422690176E+000
      9.83000000 -0.618517093633644E-009 -0.193441889993692E-008  0.387432902615947E-001 -0.265903934798637E-008 -0.669018144328203E-009  0.130115151514550E+000  0.100000006088321E+001  0.100000001531830E+001 -0.197920665511202E+001 -0.141619958952116E-007 -0.442917953319378E-007  0.887093215853285E+000
      9.84000000 -0.651874135971979E-009 -0.184905979434994E-008  0.386554193153776E-001 -0.268869905163989E-008 -0.626150246420027E-009  0.129889360010091E+000  0.100000006149975E+001  0.100000001432220E+001 -0.197101438129570E+001 -0.149105933897664E-007 -0.422943283457746E-007  0.884181788963158E+000
      9.85000000 -0.684907734080148E-009 -0.176825793153295E-008  0.385738301840226E-001 -0.272223505963683E-008 -0.576787779895821E-009  0.129664827210934E+000  0.100000006220362E+001  0.100000001317972E+001 -0.196286750320838E+001 -0.156502801233906E-007 -0.404050510483204E-007  0.881419814338683E+000
      9.86000000 -0.717249865146622E-009 -0.169256087131009E-008  0.384986630412313E-001 -0.275982548531270E-008 -0.521406290697573E-009  0.129442228629479E+000  0.100000006299861E+001  0.100000001190216E+001 -0.195478130266925E+001 -0.163726823411215E-007 -0.386361334251447E-007  0.878810037005866E+000
      9.87000000 -0.748498158819906E-009 -0.162246462465729E-008  0.384299661352068E-001 -0.280161367255147E-008 -0.460529661616310E-009  0.129222278775549E+000  0.100000006388772E+001  0.100000001050187E+001 -0.194677188885849E+001 -0.170686769663296E-007 -0.369985206259347E-007  0.876353094606150E+000
      9.88000000 -0.778219431855536E-009 -0.155840940848331E-008  0.383676893271686E-001 -0.284770326728252E-008 -0.394724306501235E-009  0.129005717739300E+000  0.100000006487301E+001  0.100000000899214E+001 -0.193885588847775E+001 -0.177284759149844E-007 -0.355018424534922E-007  0.874047380863370E+000
      9.89000000 -0.805953869106880E-009 -0.150077607621947E-008  0.383116796430629E-001 -0.289815369532549E-008 -0.324593019364057E-009  0.128793296886600E+000  0.100000006595556E+001  0.100000000738702E+001 -0.193105011759246E+001 -0.183417246077626E-007 -0.341543387817470E-007  0.871888955694930E+000
      9.90000000 -0.831219797715625E-009 -0.144988324556677E-008  0.382616789441881E-001 -0.295297612869821E-008 -0.250768558744692E-009  0.128585763969713E+000  0.100000006713531E+001  0.100000000570117E+001 -0.192337124216982E+001 -0.188976133713870E-007 -0.329628012755134E-007  0.869871504040831E+000
      9.91000000 -0.853518990985018E-009 -0.140598513513625E-008  0.382173237774025E-001 -0.301213001481408E-008 -0.173907047534111E-009  0.128383847966600E+000  0.100000006841106E+001  0.100000000394975E+001 -0.191583543450837E+001 -0.193850001955651E-007 -0.319325315633854E-007  0.867986344444359E+000
      9.92000000 -0.872342429234133E-009 -0.136927011252468E-008  0.381781474198674E-001 -0.307552023398608E-008 -0.946812671430471E-010  0.128188243966065E+000  0.100000006978036E+001  0.100000000214822E+001 -0.190845803278613E+001 -0.197925431158714E-007 -0.310673158053451E-007  0.866222487372568E+000
      9.93000000 -0.887176437105440E-009 -0.133985994772463E-008  0.381435840877884E-001 -0.314299494051337E-008 -0.137739225773166E-010  0.127999598413351E+000  0.100000007123947E+001  0.100000000031220E+001 -0.190125321083545E+001 -0.201088403294650E-007 -0.303694154012317E-007  0.864566742233822E+000
      9.94000000 -0.897509110470949E-009 -0.131780975777755E-008  0.381129752343354E-001 -0.321434413156739E-008  0.681290482488000E-010  0.127818495021783E+000  0.100000007278339E+001  0.999999998457333E+000 -0.189423366499298E+001 -0.203225760225094E-007 -0.298395734073229E-007  0.863003871055268E+000
      9.95000000 -0.902836941359709E-009 -0.130310862132689E-008  0.380855778196431E-001 -0.328929897634944E-008  0.150345051622263E-009  0.127645441640929E+000  0.100000007440576E+001  0.999999996599112E+000 -0.188741032447471E+001 -0.204226697975818E-007 -0.294770360677322E-007  0.861516785843152E+000
      9.96000000 -0.902671546281387E-009 -0.129568083526881E-008  0.380605743964053E-001 -0.336753192580065E-008  0.232201236844440E-009  0.127480858350967E+000  0.100000007609895E+001  0.999999994752753E+000 -0.188079209120559E+001 -0.203984275374470E-007 -0.292795887261197E-007  0.860086785782728E+000
      9.97000000 -0.896546401976943E-009 -0.129538778006916E-008  0.380370848187659E-001 -0.344865761076213E-008  0.313040657134956E-009  0.127325067026974E+000  0.100000007785405E+001  0.999999992933053E+000 -0.187438561439842E+001 -0.202396915285914E-007 -0.292436052620294E-007  0.858693829656891E+000
      9.98000000 -0.884023492981635E-009 -0.130203035552253E-008  0.380141793506645E-001 -0.353223452415032E-008  0.392228138470311E-009  0.127178282586272E+000  0.100000007966091E+001  0.999999991154254E+000 -0.186819510444522E+001 -0.199369876933547E-007 -0.293641100949407E-007  0.857316838188281E+000
      9.99000000 -0.864699777393437E-009 -0.131535194476687E-008  0.379908929230561E-001 -0.361776747067672E-008  0.469155807879896E-009  0.127040606097513E+000  0.100000008150823E+001  0.999999989429930E+000 -0.186222218987151E+001 -0.194816678419556E-007 -0.296348517175101E-007  0.855934020449648E+000
     10.00000000 -0.838213380821401E-009 -0.133504186120223E-008  0.379662402679561E-001 -0.370471075613311E-008  0.543248238502084E-009  0.126912019892590E+000  0.100000008338359E+001  0.999999987772868E+000 -0.185646582022717E+001 -0.188660449530296E-007 -0.300483866565526E-007  0.854523218050846E+000
     10.01000000 -0.804249433527437E-009 -0.136073923055031E-008  0.379392316413981E-001 -0.379247207749151E-008  0.613967174479975E-009  0.126792384782439E+000  0.100000008527360E+001  0.999999986194970E+000 -0.185092221686524E+001 -0.180835196205114E-007 -0.305961727148876E-007  0.853062260504463E+000
     10.02000000 -0.762545472132813E-009 -0.139203725857282E-008  0.379088888373576E-001 -0.388041706523020E-008  0.680815804454167E-009  0.126681439436290E+000  0.100000008716396E+001  0.999999984707159E+000 -0.184558487261228E+001 -0.171286959623741E-007 -0.312686703177194E-007  0.851529324999312E+000
     10.03000000 -0.712896334763132E-009 -0.142848783387231E-008  0.378742611905972E-001 -0.396787442055057E-008  0.743342557919627E-009  0.126578801941712E+000  0.100000008903961E+001  0.999999983319297E+000 -0.184044460037762E+001 -0.159974854686916E-007 -0.320554507720509E-007  0.849903293773175E+000
     10.04000000 -0.655158486965752E-009 -0.146960641465198E-008  0.378344412682197E-001 -0.405414158263453E-008  0.801144403989523E-009  0.126483973520639E+000  0.100000009088485E+001  0.999999982040123E+000 -0.183548962980474E+001 -0.146871974682771E-007 -0.329453102448608E-007  0.848164102371343E+000
     10.05000000 -0.589253724945745E-009 -0.151487714823368E-008  0.377885799573431E-001 -0.413849085490424E-008  0.853869637117541E-009  0.126396344335451E+000  0.100000009268345E+001  0.999999980877187E+000 -0.183070575015320E+001 -0.131966151099774E-007 -0.339263882735414E-007  0.846293072301880E+000
     10.06000000 -0.515172212413125E-009 -0.156375817244453E-008  0.377359006694961E-001 -0.422017591445737E-008  0.901220139042064E-009  0.126315201279733E+000  0.100000009441888E+001  0.999999979836813E+000 -0.182607649673209E+001 -0.115260559815441E-007 -0.349862896385004E-007  0.844273221945068E+000
     10.07000000 -0.432974817398330E-009 -0.161568704861023E-008  0.376757124007609E-001 -0.429843862548728E-008  0.942953110627236E-009  0.126239737611347E+000  0.100000009607437E+001  0.999999978924062E+000 -0.182158337740016E+001 -0.967741672091521E-008 -0.361122084511493E-007  0.842089550035162E+000
     10.08000000 -0.342794725553641E-009 -0.167008627676254E-008  0.376074214098820E-001 -0.437251607556058E-008  0.978882271391227E-009  0.126169064251644E+000  0.100000009763312E+001  0.999999978142715E+000 -0.181720613492064E+001 -0.765420120673970E-008 -0.372910533390190E-007  0.839729286595582E+000
     10.09000000 -0.244838316508281E-009 -0.172636884472606E-008  0.375305413040536E-001 -0.444164775307092E-008  0.100887852835291E-008  0.126102222544526E+000  0.100000009907845E+001  0.999999977495261E+000 -0.181292304032044E+001 -0.546153214243494E-008 -0.385095726422003E-007  0.837182106862504E+000
     10.10000000 -0.139385299583259E-009 -0.178394376393854E-008  0.374447013532601E-001 -0.450508278494985E-008  0.103287011942142E-008  0.126038198243237E+000  0.100000010039398E+001  0.999999976982899E+000 -0.180871121186612E+001 -0.310614606655427E-008 -0.397544785704018E-007  0.834440304461615E+000
     10.11000000 -0.267881144220261E-010 -0.184222154614601E-008  0.373496528882434E-001 -0.456208715569512E-008  0.105084223993795E-008  0.125975936471627E+000  0.100000010156374E+001  0.999999976605561E+000 -0.180454695384091E+001 -0.596372027909918E-009 -0.410125693068973E-007  0.831498920893758E+000
     10.12000000  0.925293893057620E-010 -0.190061957647321E-008  0.372452736737241E-001 -0.461195083184576E-008  0.106283616419407E-008  0.125914357390461E+000  0.100000010257238E+001  0.999999976361926E+000 -0.180040610899400E+001  0.205790564669133E-008 -0.422708480838611E-007  0.828355829221361E+000
     10.13000000  0.218073971146955E-009 -0.195856733978964E-008  0.371315701866533E-001 -0.465399472004887E-008  0.106894787684095E-008  0.125852372288519E+000  0.100000010340528E+001  0.999999976249467E+000 -0.179626441834034E+001  0.484529989380293E-008 -0.435166382928553E-007  0.825011770711910E+000
     10.14000000  0.349285689133190E-009 -0.201551145877326E-008  0.370086777683041E-001 -0.468757739166199E-008  0.106932623210783E-008  0.125788899812695E+000  0.100000010404873E+001  0.999999976264491E+000 -0.179209788191691E+001  0.775298801615119E-008 -0.447376937345001E-007  0.821470344070842E+000
     10.15000000  0.485541224167360E-009 -0.207092050363281E-008  0.368768586581533E-001 -0.471210151224524E-008  0.106417066170374E-008  0.125722882051214E+000  0.100000010449003E+001  0.999999976402200E+000 -0.178788311414927E+001  0.107667924724167E-007 -0.459223031529897E-007  0.817737947767180E+000
     10.16000000  0.626157799629418E-009 -0.212428953510964E-008  0.367364979560474E-001 -0.472701992014083E-008  0.105372845521333E-008  0.125653300189318E+000  0.100000010471768E+001  0.999999976656752E+000 -0.178359768764844E+001  0.138712743758055E-007 -0.470593882446206E-007  0.813823676805017E+000
     10.17000000  0.770397652314479E-009 -0.217514434417464E-008  0.365880975963297E-001 -0.473184130443735E-008  0.103829163973530E-008  0.125579189467165E+000  0.100000010472141E+001  0.999999977021341E+000 -0.177922045953655E+001  0.170498386426611E-007 -0.481385943755913E-007  0.809739176106304E+000
     10.18000000  0.917473007808861E-009 -0.222304535380631E-008  0.364322684528112E-001 -0.472613543880003E-008  0.101819348846112E-008  0.125499653184893E+000  0.100000010449239E+001  0.999999977488273E+000 -0.177473187478257E+001  0.202848496742007E-007 -0.491503732939094E-007  0.805498453431737E+000
     10.19000000  0.106655151133521E-008 -0.226759115042573E-008  0.362697207260282E-001 -0.470953793375704E-008  0.993804690847368E-009  0.125413875519642E+000  0.100000010402324E+001  0.999999978049059E+000 -0.177011424151059E+001  0.235577564174036E-007 -0.500860571742231E-007  0.801117655462669E+000
     10.20000000  0.121676206387266E-008 -0.230842161502059E-008  0.361012527935762E-001 -0.468175447592021E-008  0.965529219984213E-009  0.125321132943131E+000  0.100000010330819E+001  0.999999978694510E+000 -0.176535197380852E+001  0.268492256330978E-007 -0.509379233937840E-007  0.796614811286288E+000
     10.21000000  0.136720101289015E-008 -0.234522062675476E-008  0.359277387299799E-001 -0.464256452816325E-008  0.933799935671448E-009  0.125220804055894E+000  0.100000010234308E+001  0.999999979414834E+000 -0.176043179820570E+001  0.301392821981593E-007 -0.516992495033976E-007  0.792009548058755E+000
     10.22000000  0.151693864719639E-008 -0.237771831497437E-008  0.357501147240894E-001 -0.459182446988129E-008  0.899073964544263E-009  0.125112377684694E+000  0.100000010112549E+001  0.999999980199744E+000 -0.175534292068855E+001  0.334074552815629E-007 -0.523643579300117E-007  0.787322784057951E+000
     10.23000000  0.166502594607916E-008 -0.240569283901557E-008  0.355693646390686E-001 -0.452947016103809E-008  0.861827901284761E-009  0.124995459122562E+000  0.100000009965476E+001  0.999999981038565E+000 -0.175007715187170E+001  0.366329292578224E-007 -0.529286500280863E-007  0.782576404672280E+000
     10.24000000  0.181050153394026E-008 -0.242897167911537E-008  0.353865049724093E-001 -0.445551891772768E-008  0.822552877450512E-009  0.124869774425534E+000  0.100000009793200E+001  0.999999981920345E+000 -0.174462898872203E+001  0.397946982529505E-007 -0.533886291855238E-007  0.777792927100621E+000
     10.25000000  0.195239879288575E-008 -0.244743242603465E-008  0.352025694809013E-001 -0.437007089041788E-008  0.781749546671834E-009  0.124735172715925E+000  0.100000009596014E+001  0.999999982833963E+000 -0.173899565203092E+001  0.428717232542201E-007 -0.537419127868217E-007  0.772995159657923E+000
     10.26000000  0.208975308706525E-008 -0.246100306171449E-008  0.350185937380559E-001 -0.427330983891887E-008  0.739923036837509E-009  0.124591626478160E+000  0.100000009374396E+001  0.999999983768246E+000 -0.173317707963002E+001  0.458430907526037E-007 -0.539872329410229E-007  0.768205861591405E+000
     10.27000000  0.222160905383632E-008 -0.246966172838460E-008  0.348355998891225E-001 -0.416550330047012E-008  0.697577921319968E-009  0.124439229869127E+000  0.100000009129002E+001  0.999999984712075E+000 -0.172717587613321E+001  0.486881719229015E-007 -0.541244259944661E-007  0.763447409214585E+000
     10.28000000  0.234702791794060E-008 -0.247343598898389E-008  0.346545818617073E-001 -0.404700214923398E-008  0.655213262203922E-009  0.124278195100048E+000  0.100000008860671E+001  0.999999985654495E+000 -0.172099722074920E+001  0.513867813786321E-007 -0.541544109673314E-007  0.758741473965086E+000
