# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      8.81000000  0.234258768531972E-008 -0.279342420152417E-008  0.591045618726397E-001 -0.357025124009705E-008  0.800963411533314E-009  0.151502493891680E+000  0.100000009121141E+001  0.999999979537295E+000 -0.287052742408377E+001  0.598475288851258E-007 -0.713653267439210E-007  0.150998060652434E+001
      8.82000000  0.230252460494075E-008 -0.277611411707490E-008  0.587229675778439E-001 -0.340733550534919E-008  0.765401801846925E-009  0.151475955771828E+000  0.100000008695060E+001  0.999999980467980E+000 -0.286546185401092E+001  0.587573188297080E-007 -0.708426836936324E-007  0.149853083923365E+001
      8.83000000  0.225148016731981E-008 -0.275547995293804E-008  0.583275508694071E-001 -0.325083801659108E-008  0.732117210078331E-009  0.151436565687104E+000  0.100000008286305E+001  0.999999981338516E+000 -0.286008016411444E+001  0.573896660580990E-007 -0.702364944733878E-007  0.148675467586589E+001
      8.84000000  0.219020054787602E-008 -0.273182428867121E-008  0.579194179585831E-001 -0.310158790517337E-008  0.701417582218787E-009  0.151382516384026E+000  0.100000007896927E+001  0.999999982141266E+000 -0.285433741287149E+001  0.557645104270509E-007 -0.695547465633725E-007  0.147468138925100E+001
      8.85000000  0.211949707283941E-008 -0.270547694120403E-008  0.574999220740928E-001 -0.296033038242099E-008  0.673570931628375E-009  0.151312113190080E+000  0.100000007528755E+001  0.999999982869646E+000 -0.284819172506039E+001  0.539033585945919E-007 -0.688060840469819E-007  0.146234640209656E+001
      8.86000000  0.204023672948807E-008 -0.267678965143326E-008  0.570706496841101E-001 -0.282772163480707E-008  0.648802991666239E-009  0.151223809290102E+000  0.100000007183386E+001  0.999999983518171E+000 -0.284160517059787E+001  0.518290341053991E-007 -0.679996689266174E-007  0.144979090227300E+001
      8.87000000  0.195333230574609E-008 -0.264613057429904E-008  0.566334015848157E-001 -0.270432481549300E-008  0.627295581004615E-009  0.151116238994723E+000  0.100000006862171E+001  0.999999984082499E+000 -0.283454458648063E+001  0.495654197617896E-007 -0.671450383909672E-007  0.143706133044127E+001
      8.88000000  0.185973228913377E-008 -0.261387866841802E-008  0.561901691850141E-001 -0.259060715156115E-008  0.609185697457913E-009  0.150988248250718E+000  0.100000006566212E+001  0.999999984559441E+000 -0.282698232326586E+001  0.471371956359384E-007 -0.662519605008393E-007  0.142420874938090E+001
      8.89000000  0.176041065430922E-008 -0.258041808258421E-008  0.557431064254000E-001 -0.248693817050436E-008  0.594565343151871E-009  0.150838921700323E+000  0.100000006296359E+001  0.999999984946964E+000 -0.281889689914156E+001  0.445695760296783E-007 -0.653302907696967E-007  0.141128810705375E+001
      8.90000000  0.165635666574930E-008 -0.254613263591261E-008  0.552944978700310E-001 -0.239358903428985E-008  0.583482070748731E-009  0.150667605669468E+000  0.100000006053212E+001  0.999999985244165E+000 -0.281027354663227E+001  0.418880485904711E-007 -0.643898320792184E-007  0.139835740783388E+001
      8.91000000  0.154856481761529E-008 -0.251140048608099E-008  0.548467235942415E-001 -0.231073295482113E-008  0.575940227477020E-009  0.150473926551651E+000  0.100000005837116E+001  0.999999985451240E+000 -0.280110463931363E+001  0.391181186495780E-007 -0.634402002897175E-007  0.138547680839353E+001
      8.92000000  0.143802502668643E-008 -0.247658907604650E-008  0.544022215656943E-001 -0.223844665109711E-008  0.571902861134675E-009  0.150257804152832E+000  0.100000005648175E+001  0.999999985569423E+000 -0.279138998850981E+001  0.362850616654824E-007 -0.624906977811607E-007  0.137270765641612E+001
      8.93000000  0.132571318660184E-008 -0.244205044383056E-008  0.539634482719784E-001 -0.217671279599709E-008  0.571294240283365E-009  0.150019459670817E+000  0.100000005486254E+001  0.999999985600923E+000 -0.278113700276367E+001  0.334136864371542E-007 -0.615501969947396E-007  0.136011149157334E+001
      8.94000000  0.121258218272807E-008 -0.240811697256969E-008  0.535328383878814E-001 -0.212542338955743E-008  0.574002929766051E-009  0.149759418097688E+000  0.100000005350991E+001  0.999999985548835E+000 -0.277036070583067E+001  0.305281115032516E-007 -0.606270358402311E-007  0.134774902902997E+001
      8.95000000  0.109955345697625E-008 -0.237509764914572E-008  0.531127642974993E-001 -0.208438398597741E-008  0.579885352681930E-009  0.149478504953286E+000  0.100000005241806E+001  0.999999985417050E+000 -0.275908361198936E+001  0.276515568704503E-007 -0.597289265942841E-007  0.133567914611254E+001
      8.96000000  0.987509201054526E-009 -0.234327488949067E-008  0.527054962902630E-001 -0.205331869348102E-008  0.588769761246379E-009  0.149177837378679E+000  0.100000005157920E+001  0.999999985210150E+000 -0.274733546051027E+001  0.248061529226906E-007 -0.588628796435861E-007  0.132395789269246E+001
      8.97000000  0.877285245183036E-009 -0.231290197729521E-008  0.523131642358552E-001 -0.203187585962873E-008  0.600460531733781E-009  0.148858809738450E+000  0.100000005098366E+001  0.999999984933295E+000 -0.273515281411658E+001  0.220127680591145E-007 -0.580351431295807E-007  0.131263754529690E+001
      8.98000000  0.769664697447238E-009 -0.228420115054534E-008  0.519377215112995E-001 -0.201963434973701E-008  0.614742693103399E-009  0.148523073996589E+000  0.100000005062006E+001  0.999999984592105E+000 -0.272257852913353E+001  0.192908562976210E-007 -0.572511592335980E-007  0.130176572398791E+001
      8.99000000  0.665372376941115E-009 -0.225736235730035E-008  0.515809119051256E-001 -0.201611032271280E-008  0.631386595071548E-009  0.148172515240414E+000  0.100000005047553E+001  0.999999984192545E+000 -0.270966110769963E+001  0.166583257689269E-007 -0.565155375089307E-007  0.129138458967007E+001
      9.00000000  0.565070071863599E-009 -0.223254268866199E-008  0.512442401596423E-001 -0.202076440680841E-008  0.650152619409175E-009  0.147809222827767E+000  0.100000005053584E+001  0.999999983740803E+000 -0.269645394484210E+001  0.141314287179921E-007 -0.558320453260830E-007  0.128153013773212E+001
      9.01000000  0.469352641977632E-009 -0.220986648322796E-008  0.509289467345660E-001 -0.203300917747691E-008  0.670795838172597E-009  0.147435457722606E+000  0.100000005078563E+001  0.999999983243171E+000 -0.268301448535043E+001  0.117246733305734E-007 -0.552036151556715E-007  0.127223160184409E+001
      9.02000000  0.378744973497318E-009 -0.218942608374940E-008  0.506359872854350E-001 -0.205221684056965E-008  0.693070524435501E-009  0.147053616661182E+000  0.100000005120861E+001  0.999999982705932E+000 -0.266940330717247E+001  0.945075741678694E-008 -0.546323680772173E-007  0.126351097936761E+001
      9.03000000  0.293699783694594E-009 -0.217128321349350E-008  0.503660172504587E-001 -0.207772702645453E-008  0.716734424863529E-009  0.146666193853655E+000  0.100000005178775E+001  0.999999982135256E+000 -0.265568314947113E+001  0.732052371473527E-008 -0.541196525780020E-007  0.125538268724825E+001
      9.04000000  0.214596262445801E-009 -0.215547092722179E-008  0.501193818320617E-001 -0.210885460411159E-008  0.741552709101323E-009  0.146275740973004E+000  0.100000005250546E+001  0.999999981537102E+000 -0.264191790448991E+001  0.534293632860293E-008 -0.536660974009713E-007  0.124785335450694E+001
      9.05000000  0.141739528682483E-009 -0.214199607999326E-008  0.498961115467838E-001 -0.214489742874587E-008  0.767301518328030E-009  0.145884826213684E+000  0.100000005334383E+001  0.999999980917127E+000 -0.262817159296652E+001  0.352507758972133E-008 -0.532716769206271E-007  0.124092175459266E+001
      9.06000000  0.753608713536954E-010 -0.213084224643836E-008  0.496959234019641E-001 -0.218514394178907E-008  0.793771044345904E-009  0.145495993215992E+000  0.100000005428479E+001  0.999999980280617E+000 -0.261450734299592E+001  0.187216442777314E-008 -0.529357872768609E-007  0.123457887796746E+001
      9.07000000  0.156187371105617E-010 -0.212197301395240E-008  0.495182276422832E-001 -0.222888054819256E-008  0.820768081027998E-009  0.145111720648680E+000  0.100000005531027E+001  0.999999979632419E+000 -0.260098639198264E+001  0.387583163811093E-009 -0.526573312840564E-007  0.122880814242886E+001
      9.08000000 -0.373995794790915E-010 -0.211533556562707E-008  0.493621398963239E-001 -0.227539870248361E-008  0.848118001661873E-009  0.144734383222036E+000  0.100000005640245E+001  0.999999978976902E+000 -0.258766713064691E+001 -0.927058512359931E-009 -0.524348099611285E-007  0.122358573589770E+001
      9.09000000 -0.836755927737820E-010 -0.211086446285130E-008  0.492264984452160E-001 -0.232400164201917E-008  0.875666128454777E-009  0.144366214867329E+000  0.100000005754384E+001  0.999999978317920E+000 -0.257460420698116E+001 -0.207186374059665E-008 -0.522664184013518E-007  0.121888108376971E+001
      9.10000000 -0.123256683947322E-009 -0.210848553350346E-008  0.491098862345102E-001 -0.237401071307620E-008  0.903278473956120E-009  0.144009274766964E+000  0.100000005871750E+001  0.999999977658798E+000 -0.256184770662284E+001 -0.304856432166698E-008 -0.521501436217185E-007  0.121465743050201E+001
      9.11000000 -0.156252617347523E-009 -0.210811976962823E-008  0.490106571586911E-001 -0.242477124273667E-008  0.930841848130038E-009  0.143665416854475E+000  0.100000005990715E+001  0.999999977002332E+000 -0.254944242435194E+001 -0.386042571046248E-008 -0.520838620021752E-007  0.121087252293040E+001
      9.12000000 -0.182831575264656E-009 -0.210968713850571E-008  0.489269660671168E-001 -0.247565791683245E-008  0.958263338985121E-009  0.143336263325995E+000  0.100000006109731E+001  0.999999976350808E+000 -0.253742723938178E+001 -0.451214074898367E-008 -0.520654339464009E-007  0.120747938093304E+001
      9.13000000 -0.203215772711926E-009 -0.211311021309081E-008  0.488568018721977E-001 -0.252607963140611E-008  0.985469188742398E-009  0.143023182617076E+000  0.100000006227339E+001  0.999999975706027E+000 -0.252583460483567E+001 -0.500971374406109E-008 -0.520927934675793E-007  0.120442713950646E+001
      9.14000000 -0.217676714696998E-009 -0.211831753190768E-008  0.487980230866047E-001 -0.257548379212897E-008  0.101240310120111E-008  0.142727272202694E+000  0.100000006342185E+001  0.999999975069353E+000 -0.251469015934685E+001 -0.536033650231877E-008 -0.521640305238544E-007  0.120166194512917E+001
      9.15000000 -0.226530158637998E-009 -0.212524660455571E-008  0.487483950771336E-001 -0.262336004282118E-008  0.103902402894496E-008  0.142449346476143E+000  0.100000006453021E+001  0.999999974441770E+000 -0.250401246613760E+001 -0.557225792507662E-008 -0.522774640965238E-007  0.119912788847427E+001
      9.16000000 -0.230130844134888E-009 -0.213384648690831E-008  0.487056282992266E-001 -0.266924341058839E-008  0.106530350104600E-008  0.142189929856638E+000  0.100000006558718E+001  0.999999973823947E+000 -0.249381288228429E+001 -0.565464874101909E-008 -0.524317042162834E-007  0.119676795510877E+001
      9.17000000 -0.228867051330025E-009 -0.214407985971440E-008  0.486674167682124E-001 -0.271271686108491E-008  0.109122256269572E-008  0.141949255168100E+000  0.100000006658270E+001  0.999999973216318E+000 -0.248409555821707E+001 -0.561746291670839E-008 -0.526257013948206E-007  0.119452497578257E+001
      9.18000000 -0.223155047669079E-009 -0.215592455545261E-008  0.486314760310836E-001 -0.275341326301282E-008  0.111676840748817E-008  0.141727267225153E+000  0.100000006750796E+001  0.999999972619163E+000 -0.247485756489303E+001 -0.547129723672077E-008 -0.528587822056276E-007  0.119234255826062E+001
      9.19000000 -0.213433481081467E-009 -0.216937449071566E-008  0.485955799255592E-001 -0.279101676616390E-008  0.114193079068300E-008  0.141523631459085E+000  0.100000006835546E+001  0.999999972032700E+000 -0.246608914357390E+001 -0.522725048830823E-008 -0.531306700732135E-007  0.119016598337045E+001
      9.20000000 -0.200157775511852E-009 -0.218443997486481E-008  0.485575954505851E-001 -0.282526360211251E-008  0.116669831751014E-008  0.141337747318510E+000  0.100000006911900E+001  0.999999971457171E+000 -0.245777407078605E+001 -0.489678362193947E-008 -0.534414906674186E-007  0.118794304900290E+001
      9.21000000 -0.183794582415050E-009 -0.220114737991012E-008  0.485155151231834E-001 -0.285594232108940E-008  0.119105470430105E-008  0.141168766088854E+000  0.100000006979368E+001  0.999999970892939E+000 -0.244989012889042E+001 -0.449158219048342E-008 -0.537917616521867E-007  0.118562484718579E+001
      9.22000000 -0.164816339328041E-009 -0.221953817124423E-008  0.484674862593932E-001 -0.288289348263681E-008  0.121497511184823E-008  0.141015612693176E+000  0.100000007037590E+001  0.999999970340574E+000 -0.244240967078051E+001 -0.402342229750100E-008 -0.541823668984943E-007  0.118316646101294E+001
      9.23000000 -0.143695983996668E-009 -0.223966731367582E-008  0.484118366903353E-001 -0.290600882139409E-008  0.123842264984821E-008  0.140877010965996E+000  0.100000007086332E+001  0.999999969800938E+000 -0.243530026559950E+001 -0.350404121016231E-008 -0.546145156315261E-007  0.118052757011299E+001
      9.24000000 -0.120901869789999E-009 -0.226160108185485E-008  0.483470965064278E-001 -0.292522991282815E-008  0.126134514856768E-008  0.140751511832902E+000  0.100000007125483E+001  0.999999969275258E+000 -0.242852541104516E+001 -0.294501371544762E-008 -0.550896873348826E-007  0.117767295543743E+001
      9.25000000 -0.968929253002748E-010 -0.228541431833963E-008  0.482720155115797E-001 -0.294054636693941E-008  0.128367228902572E-008  0.140637523782820E+000  0.100000007155048E+001  0.999999968765201E+000 -0.242204529684044E+001 -0.235763521997834E-008 -0.556095635719755E-007  0.117457289638791E+001
      9.26000000 -0.721140981051485E-010 -0.231118719591883E-008  0.481855761626949E-001 -0.295199358097575E-008  0.130531317609159E-008  0.140533344987648E+000  0.100000007175145E+001  0.999999968272927E+000 -0.241581760329815E+001 -0.175281251417723E-008 -0.561759481995587E-007  0.117120345563584E+001
      9.27000000 -0.469921196588565E-010 -0.233900155307173E-008  0.480870018660413E-001 -0.295965008500500E-008  0.132615443008805E-008  0.140437196405917E+000  0.100000007185995E+001  0.999999967801129E+000 -0.240979831860902E+001 -0.114096304042916E-008 -0.567906777335225E-007  0.116754664936381E+001
      9.28000000 -0.219316251642515E-010 -0.236893688235857E-008  0.479757605987591E-001 -0.296363451685406E-008  0.134605886193556E-008  0.140347255203275E+000  0.100000007187915E+001  0.999999967353070E+000 -0.240394255852969E+001 -0.531923422130268E-009 -0.574555238764854E-007  0.116359050302351E+001
      9.29000000  0.268834096053212E-011 -0.240106606083084E-008  0.478515639190253E-001 -0.296410226543421E-008  0.136486478478500E-008  0.140261687832725E+000  0.100000007181311E+001  0.999999966932589E+000 -0.239820537253331E+001  0.651320744562590E-010 -0.581720904246746E-007  0.115932899501166E+001
      9.30000000  0.265174067957007E-010 -0.243545091902633E-008  0.477143615200908E-001 -0.296124182384257E-008  0.138238600171096E-008  0.140178682141119E+000  0.100000007166667E+001  0.999999966544105E+000 -0.239254252119316E+001  0.641762561411630E-009 -0.589417069334266E-007  0.115476189286422E+001
      9.31000000  0.492365181559522E-010 -0.247213775059120E-008  0.475643315697350E-001 -0.295527089585760E-008  0.139841249464906E-008  0.140096477904668E+000  0.100000007144534E+001  0.999999966192591E+000 -0.238691121057668E+001  0.119032054057514E-008 -0.597653216326017E-007  0.114989448861622E+001
      9.32000000  0.705601274648203E-010 -0.251115286791611E-008  0.474018671558809E-001 -0.294643230150821E-008  0.141271182465938E-008  0.140013395244043E+000  0.100000007115523E+001  0.999999965883541E+000 -0.238127077070472E+001  0.170400050765248E-008 -0.606433961426084E-007  0.114473724183064E+001
      9.33000000  0.902379103889509E-010 -0.255249831029717E-008  0.472275592297260E-001 -0.293498972927303E-008  0.142503123809889E-008  0.139927860427806E+000  0.100000007080293E+001  0.999999965622917E+000 -0.237558326664445E+001  0.217687585156110E-008 -0.615758045469631E-007  0.113930534042985E+001
      9.34000000  0.108055998613221E-009 -0.259614780999476E-008  0.470421764983562E-001 -0.292122338411404E-008  0.143510045771631E-008  0.139838428639897E+000  0.100000007039538E+001  0.999999965417077E+000 -0.236981403251646E+001  0.260392385673965E-008 -0.625617393280064E-007  0.113361819083721E+001
      9.35000000  0.123837721662078E-009 -0.264204311816865E-008  0.468466427685019E-001 -0.290542558192392E-008  0.144263512237404E-008  0.139743803361046E+000  0.100000006993981E+001  0.999999965272688E+000 -0.236393212056557E+001  0.298103872670782E-008 -0.635996265692321E-007  0.112769885003397E+001
      9.36000000  0.137443855467139E-009 -0.269009078707401E-008  0.466420122809481E-001 -0.288789634201316E-008  0.144734082437840E-008  0.139642852093679E+000  0.100000006944357E+001  0.999999965196635E+000 -0.235791065942636E+001  0.330503266315521E-008 -0.646870526726326E-007  0.112157341293934E+001
      9.37000000  0.148772380435582E-009 -0.274015949721085E-008  0.464294436006756E-001 -0.286893902992183E-008  0.144891767957960E-008  0.139534618243039E+000  0.100000006891409E+001  0.999999965195901E+000 -0.235172711776461E+001  0.357362515595811E-008 -0.658207046354968E-007  0.111527036902092E+001
      9.38000000  0.157757757069780E-009 -0.279207800847752E-008  0.462101726408207E-001 -0.284885610304695E-008  0.144706535278175E-008  0.139418329052317E+000  0.100000006835872E+001  0.999999965277452E+000 -0.234536347154736E+001  0.378542076527429E-008 -0.669963256823024E-007  0.110881994223650E+001
      9.39000000  0.164369732687606E-009 -0.284563380297940E-008  0.459854853990250E-001 -0.282794501126613E-008  0.144148844985624E-008  0.139293399574432E+000  0.100000006778469E+001  0.999999965448107E+000 -0.233880627524432E+001  0.393987580627866E-008 -0.682086877588055E-007  0.110225342829958E+001
      9.40000000  0.168611698448207E-009 -0.290057247421230E-008  0.457566909730117E-001 -0.280649430384960E-008  0.143190217851994E-008  0.139159432746095E+000  0.100000006719897E+001  0.999999965714399E+000 -0.233204663924748E+001  0.403725447902075E-008 -0.694515820729663E-007  0.109560254286095E+001
      9.41000000  0.170518621633997E-009 -0.295659790314191E-008  0.455250953988305E-001 -0.278477999242778E-008  0.141803817223125E-008  0.139016215709109E+000  0.100000006660818E+001  0.999999966082442E+000 -0.232508011767384E+001  0.407857511870970E-008 -0.707178285176783E-007  0.108889879352354E+001
      9.42000000  0.170154583898705E-009 -0.301337324652329E-008  0.452919768209499E-001 -0.276306221757029E-008  0.139965036623780E-008  0.138863712598005E+000  0.100000006601856E+001  0.999999966557793E+000 -0.231790651245177E+001  0.406554737359906E-008 -0.719993044405410E-007  0.108217288767925E+001
      9.43000000  0.167609961873516E-009 -0.307052274696065E-008  0.450585624592578E-001 -0.274158226359884E-008  0.137652081160087E-008  0.138702054080456E+000  0.100000006543587E+001  0.999999967145311E+000 -0.231052960114957E+001  0.400050124641961E-008 -0.732869928438112E-007  0.107545418700211E+001
      9.44000000  0.162998292026784E-009 -0.312763435802160E-008  0.448260077852559E-001 -0.272055996257187E-008  0.134846531210093E-008  0.138531523996392E+000  0.100000006486532E+001  0.999999967849031E+000 -0.230295679735939E+001  0.388630905859276E-008 -0.745710497110482E-007  0.106877021808157E+001
      9.45000000  0.156452866887369E-009 -0.318426316152777E-008  0.445953782596478E-001 -0.270019152393696E-008  0.131533877032093E-008  0.138352543492158E+000  0.100000006431156E+001  0.999999968672042E+000 -0.229519875357583E+001  0.372630151168740E-008 -0.758408897738732E-007  0.106214624716866E+001
      9.46000000  0.148123114551744E-009 -0.323993553827505E-008  0.443676339176168E-001 -0.268064782115417E-008  0.127704013288776E-008  0.138165653086589E+000  0.100000006377859E+001  0.999999969616368E+000 -0.228726891738885E+001  0.352417912509430E-008 -0.770852896605234E-007  0.105560492537219E+001
      9.47000000  0.138170817679774E-009 -0.329415403822163E-008  0.441436170179134E-001 -0.266207316067844E-008  0.123351683075736E-008  0.137971493135921E+000  0.100000006326977E+001  0.999999970682875E+000 -0.227918305243367E+001  0.328392041992375E-008 -0.782925070152044E-007  0.104916600892085E+001
      9.48000000  0.126766231826468E-009 -0.334640288193021E-008  0.439240428990571E-001 -0.264458455209826E-008  0.118476861843741E-008  0.137770783183684E+000  0.100000006278782E+001  0.999999971871182E+000 -0.227095873589980E+001  0.300968829404892E-008 -0.794504138507808E-007  0.104284615733914E+001
      9.49000000  0.114084165839566E-009 -0.339615401205504E-008  0.437094941121261E-001 -0.262827149103111E-008  0.113085072599151E-008  0.137564300689941E+000  0.100000006233476E+001  0.999999973179594E+000 -0.226261484449688E+001  0.270573608940267E-008 -0.805466421037727E-007  0.103665881061030E+001
      9.50000000  0.100300089069263E-009 -0.344287360218772E-008  0.435004178263771E-001 -0.261319625866140E-008  0.107187624935923E-008  0.137352859631557E+000  0.100000006191198E+001  0.999999974605053E+000 -0.225417104061170E+001  0.237631488776795E-008 -0.815687391058273E-007  0.103061414465507E+001
      9.51000000  0.855863311879101E-010 -0.348602892065067E-008  0.432971264328630E-001 -0.259939473368078E-008  0.100801771771825E-008  0.137137289452072E+000  0.100000006152024E+001  0.999999976143105E+000 -0.224564726998100E+001  0.202558358326611E-008 -0.825043304748920E-007  0.102471910277880E+001
      9.52000000  0.701084404235545E-010 -0.352509543904506E-008  0.430998012037720E-001 -0.258687770398262E-008  0.939507791040542E-009  0.136918414816553E+000  0.100000006115968E+001  0.999999977787895E+000 -0.223706328156193E+001  0.165752326687924E-008 -0.833412877663164E-007  0.101897749916458E+001
      9.53000000  0.540217649045476E-010 -0.355956406967572E-008  0.429084988027479E-001 -0.257563265691280E-008  0.866639056361304E-009  0.136697036594504E+000  0.100000006082993E+001  0.999999979532178E+000 -0.222843817942891E+001  0.127585741931867E-008 -0.840678981121854E-007  0.101339018904774E+001
      9.54000000  0.374683195506900E-010 -0.358894841249176E-008  0.427231603851898E-001 -0.256562601834110E-008  0.789762907274684E-009  0.136473914453303E+000  0.100000006053008E+001  0.999999981367350E+000 -0.221979001548543E+001  0.883979342642860E-009 -0.846730330182418E-007  0.100795529892480E+001
      9.55000000  0.205739975074976E-010 -0.361279189096383E-008  0.425436229785045E-001 -0.255680580246126E-008  0.709287507475452E-009  0.136249751396845E+000  0.100000006025882E+001  0.999999983283505E+000 -0.221113543057941E+001  0.484888167997843E-009 -0.851463134827603E-007  0.100266850904986E+001
      9.56000000  0.344618050770542E-011 -0.363067465737473E-008  0.423696327913819E-001 -0.254910462622056E-008  0.625674855451620E-009  0.136025180530376E+000  0.100000006001448E+001  0.999999985269514E+000 -0.220248935028298E+001  0.811346570689893E-010 -0.854782686503284E-007  0.997523379573832E+000
      9.57000000 -0.138282032101932E-010 -0.364222015129842E-008  0.422008600690287E-001 -0.254244303479784E-008  0.539436983379381E-009  0.135800754274110E+000  0.100000005979510E+001  0.999999987313113E+000 -0.219386474017191E+001 -0.325222130679931E-009 -0.856604853143540E-007  0.992511710997877E+000
      9.58000000 -0.311841316372219E-010 -0.364710120049915E-008  0.420369150884150E-001 -0.253673307776367E-008  0.451131338564675E-009  0.135576936186614E+000  0.100000005959853E+001  0.999999989401028E+000 -0.218527242395208E+001 -0.732646402572574E-009 -0.856857457327570E-007  0.987623929152955E+000
      9.59000000 -0.485794184340113E-010 -0.364504556097567E-008  0.418773648741948E-001 -0.253188206963472E-008  0.361355410121057E-009  0.135354095495448E+000  0.100000005942253E+001  0.999999991519094E+000 -0.217672096626252E+001 -0.114014471821692E-008 -0.855481514183140E-007  0.982849484684812E+000
      9.60000000 -0.659950938567169E-010 -0.363584080223587E-008  0.417217502121142E-001 -0.252779646362922E-008  0.270740676697259E-009  0.135132504368696E+000  0.100000005926484E+001  0.999999993652415E+000 -0.216821662047165E+001 -0.154727209566074E-008 -0.852432308040694E-007  0.978177257016838E+000
      9.61000000 -0.834352214336673E-010 -0.361933845491519E-008  0.415696025422445E-001 -0.252438576368508E-008  0.179945962727856E-009  0.134912337898020E+000  0.100000005912329E+001  0.999999995785510E+000 -0.215976334030577E+001 -0.195412486421870E-008 -0.847680289599947E-007  0.973595952976168E+000
      9.62000000 -0.100926144735047E-009 -0.359545735031229E-008  0.414204603289243E-001 -0.252156639733401E-008  0.896503006651925E-010  0.134693676703268E+000  0.100000005899587E+001  0.999999997902495E+000 -0.215136285274017E+001 -0.236132022803850E-008 -0.841211778437620E-007  0.969094490690398E+000
      9.63000000 -0.118515169071879E-009 -0.356418609504845E-008  0.412738845273201E-001 -0.251926547093590E-008  0.545404789234442E-012  0.134476512011532E+000  0.100000005888083E+001  0.999999999987253E+000 -0.214301478826963E+001 -0.276996275003954E-008 -0.833029458997387E-007  0.964662359978336E+000
      9.64000000 -0.136268693675375E-009 -0.352558463858146E-008  0.411294727972918E-001 -0.251742432913510E-008 -0.866721316485577E-010  0.134260753011149E+000  0.100000005877676E+001  0.100000000202362E+001 -0.213471686348311E+001 -0.318159821428635E-008 -0.823152661692622E-007  0.960289951249820E+000
      9.65000000 -0.154269820634813E-009 -0.347978490642852E-008  0.409868721529606E-001 -0.251600184225254E-008 -0.171308800098345E-009  0.134046236234374E+000  0.100000005868268E+001  0.100000000399557E+001 -0.212646510982005E+001 -0.359815557125846E-008 -0.811617424349386E-007  0.955968845875179E+000
      9.66000000 -0.172615477398212E-009 -0.342699048737492E-008  0.408457897799839E-001 -0.251497734867998E-008 -0.252682183371762E-009  0.133832736682350E+000  0.100000005859806E+001  0.100000000588740E+001 -0.211825414150022E+001 -0.402187790989854E-008 -0.798476332849885E-007  0.951692062059430E+000
      9.67000000 -0.191413099744078E-009 -0.336747537836306E-008  0.407060018010255E-001 -0.251435318418167E-008 -0.330128887587346E-009  0.133619980373037E+000  0.100000005852293E+001  0.100000000768393E+001 -0.211007745491160E+001 -0.445524362768828E-008 -0.783798143434712E-007  0.947454251433995E+000
      9.68000000 -0.210776931601288E-009 -0.330158180587956E-008  0.405673598220404E-001 -0.251415673627433E-008 -0.403012283899120E-009  0.133407657967708E+000  0.100000005845791E+001  0.100000000937064E+001 -0.210192775122071E+001 -0.490087918048487E-008 -0.767667192618144E-007  0.943251842830514E+000
      9.69000000 -0.230824006715084E-009 -0.322971715720151E-008  0.404297951466283E-001 -0.251444196946732E-008 -0.470729948685584E-009  0.133195439114653E+000  0.100000005840420E+001  0.100000001093388E+001 -0.209379727364427E+001 -0.536146498268658E-008 -0.750182603999759E-007  0.939083130999453E+000
      9.70000000 -0.251669884735897E-009 -0.315235006856488E-008  0.402933206015679E-001 -0.251529037597911E-008 -0.532720696917365E-009  0.132982987140099E+000  0.100000005836368E+001  0.100000001236101E+001 -0.208567815069145E+001 -0.583963619119538E-008 -0.731457304358314E-007  0.934948309350865E+000
      9.71000000 -0.273424220664138E-009 -0.307000572993949E-008  0.401580299725238E-001 -0.251681131645917E-008 -0.588471111162729E-009  0.132769973716066E+000  0.100000005833883E+001  0.100000001364056E+001 -0.207756273675032E+001 -0.633788023970304E-008 -0.711616864237462E-007  0.930849447097438E+000
      9.72000000 -0.296186251559663E-009 -0.298326047742607E-008  0.400240951036174E-001 -0.251914172605777E-008 -0.637521477943789E-009  0.132556093142652E+000  0.100000005833277E+001  0.100000001476233E+001 -0.206944394164395E+001 -0.685843308967824E-008 -0.690798180731449E-007  0.926790412443515E+000
      9.73000000 -0.320040287888747E-009 -0.289273575415086E-008  0.398917607669201E-001 -0.252244517270501E-008 -0.679471053706124E-009  0.132341075897869E+000  0.100000005834924E+001  0.100000001571753E+001 -0.206131554121104E+001 -0.740317622839618E-008 -0.669148022314174E-007  0.922776744661574E+000
      9.74000000 -0.345051298733726E-009 -0.279909152878401E-008  0.397613374569100E-001 -0.252691026646043E-008 -0.713982594277023E-009  0.132124701130971E+000  0.100000005839251E+001  0.100000001649890E+001 -0.205317246155953E+001 -0.797353647048069E-008 -0.646821457298615E-007  0.918815479006265E+000
      9.75000000 -0.371260680258167E-009 -0.270301926733960E-008  0.396331923095510E-001 -0.253274843105085E-008 -0.740786094113246E-009  0.131906807804721E+000  0.100000005846739E+001  0.100000001710072E+001 -0.204501103038191E+001 -0.857039060642591E-008 -0.623980188844303E-007  0.914914929413605E+000
